emirate,plate_number,plate_code,final_price,bid_count,first_seen,completed_at,price_changes
Fujairah,33,L,707000,86,2026-01-30T20:34:13.458252Z,2026-02-06T20:22:42.478104Z,43
Fujairah,14,L,680000,222,2026-01-30T20:34:13.458252Z,2026-02-06T21:31:32.247016Z,87
Fujairah,80,L,499000,59,2026-01-30T20:34:13.458252Z,2026-02-06T20:31:47.980012Z,33
Fujairah,91,L,401000,66,2026-01-30T20:34:13.458252Z,2026-02-06T20:11:55.181613Z,31
Fujairah,6666,L,355500,272,2026-01-30T20:34:13.458252Z,2026-02-07T00:26:53.805622Z,126
Fujairah,555,J,351500,103,2026-01-30T20:34:13.458252Z,2026-02-06T19:53:35.648743Z,48
Fujairah,55555,L,310000,111,2026-01-30T20:34:13.458252Z,2026-02-06T18:34:40.510401Z,57
Fujairah,10000,L,234500,53,2026-01-30T20:34:13.458252Z,2026-02-06T19:26:29.450935Z,22
Fujairah,900,L,205500,151,2026-01-30T20:34:13.458252Z,2026-02-06T19:31:55.563957Z,57
Fujairah,330,J,180000,111,2026-01-30T20:34:13.458252Z,2026-02-06T19:59:02.745941Z,52
Fujairah,161,J,161000,44,2026-01-30T20:34:13.458252Z,2026-02-06T19:53:35.648743Z,26
Fujairah,3000,J,141000,110,2026-01-30T20:34:13.458252Z,2026-02-06T19:21:02.206605Z,33
Fujairah,707,L,125000,36,2026-01-30T20:34:13.458252Z,2026-02-06T17:54:06.605806Z,2
Fujairah,122,L,122500,62,2026-01-30T20:34:13.458252Z,2026-02-06T20:15:18.065542Z,35
Fujairah,112,L,112500,11,2026-01-30T20:34:13.458252Z,2026-02-06T18:55:53.787615Z,5
Fujairah,971,J,105000,62,2026-01-30T20:34:13.458252Z,2026-02-06T20:15:18.065542Z,30
Fujairah,699,L,102500,37,2026-01-30T20:34:13.458252Z,2026-02-06T20:17:20.624382Z,21
Fujairah,150,L,101000,42,2026-01-30T20:34:13.458252Z,2026-02-06T18:12:54.271389Z,6
Fujairah,456,H,101000,39,2026-01-30T20:34:13.458252Z,2026-02-06T20:20:43.227107Z,21
Fujairah,812,E,100500,88,2026-01-30T20:34:13.458252Z,2026-02-06T18:21:20.556558Z,28
Fujairah,255,H,97500,81,2026-01-30T20:34:13.458252Z,2026-02-06T18:37:35.270488Z,29
Fujairah,198,S,95500,75,2026-01-30T20:34:13.458252Z,2026-02-06T19:39:22.723363Z,26
Fujairah,567,J,94000,68,2026-01-30T20:34:13.458252Z,2026-02-06T18:04:57.269724Z,20
Fujairah,765,S,93500,62,2026-01-30T20:34:13.458252Z,2026-02-06T17:50:58.535313Z,16
Fujairah,818,L,92500,21,2026-01-30T20:34:13.458252Z,2026-02-06T19:21:02.206605Z,15
Fujairah,939,S,91500,63,2026-01-30T20:34:13.458252Z,2026-02-06T19:04:42.713301Z,26
Fujairah,661,H,89000,33,2026-01-30T20:34:13.458252Z,2026-02-06T18:53:50.167030Z,15
Fujairah,327,B,88500,67,2026-01-30T20:34:13.458252Z,2026-02-06T18:10:50.163372Z,21
Fujairah,1110,J,84900,9,2026-01-30T20:34:13.458252Z,2026-02-06T17:01:59.104946Z,4
Fujairah,178,I,84500,53,2026-01-30T20:34:13.458252Z,2026-02-06T18:29:13.228288Z,15
Fujairah,908,S,84000,45,2026-01-30T20:34:13.458252Z,2026-02-06T19:59:02.745941Z,23
Fujairah,678,L,81500,39,2026-01-30T20:34:13.458252Z,2026-02-06T18:32:08.051606Z,9
Fujairah,127,H,80000,27,2026-01-30T20:34:13.458252Z,2026-02-06T19:12:09.999716Z,8
Fujairah,601,S,80000,36,2026-01-30T20:34:13.458252Z,2026-02-06T19:26:29.450935Z,12
Fujairah,504,R,79500,47,2026-01-30T20:34:13.458252Z,2026-02-06T18:59:14.805934Z,13
Fujairah,849,S,79000,18,2026-01-30T20:34:13.458252Z,2026-02-06T19:48:11.279285Z,11
Fujairah,890,I,79000,46,2026-01-30T20:34:13.458252Z,2026-02-06T18:32:08.051606Z,19
Fujairah,460,J,77500,41,2026-01-30T20:34:13.458252Z,2026-02-06T18:56:27.804704Z,11
Fujairah,215,R,77000,37,2026-01-30T20:34:13.458252Z,2026-02-06T19:01:21.472267Z,7
Fujairah,99000,L,52400,107,2026-01-30T20:34:13.458252Z,2026-02-06T18:32:08.051606Z,45
Fujairah,15000,L,50000,64,2026-01-30T20:34:13.458252Z,2026-02-06T17:50:58.535313Z,29
Fujairah,22220,L,47400,63,2026-01-30T20:34:13.458252Z,2026-02-06T21:47:46.769545Z,44
Fujairah,2020,L,45000,124,2026-01-30T20:34:13.458252Z,2026-02-06T20:48:01.113751Z,74
Fujairah,1117,L,44200,152,2026-01-30T20:34:13.458252Z,2026-02-06T19:53:35.648743Z,55
Fujairah,78000,I,42000,25,2026-01-30T20:34:13.458252Z,2026-02-06T19:29:04.579016Z,17
Fujairah,29000,I,41000,71,2026-01-30T20:34:13.458252Z,2026-02-06T19:04:42.713301Z,43
