emirate,plate_number,plate_code,final_price,bid_count,first_seen,completed_at,price_changes
Abu Dhabi,55,22,4750000,50,2026-06-26T21:20:37.912439Z,2026-07-03T15:11:00.916798Z,25
Abu Dhabi,70,2,3620000,24,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,13
Abu Dhabi,222,22,3003000,23,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,8
Abu Dhabi,63,10,3001000,23,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,16
Abu Dhabi,888,11,2131000,140,2026-06-26T21:20:37.912439Z,2026-07-03T16:40:06.180118Z,51
Abu Dhabi,1111,22,1705000,22,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,7
Abu Dhabi,77777,22,1560000,78,2026-07-04T14:29:53.417184Z,2026-07-04T17:59:28.728380Z,28
Abu Dhabi,44444,11,1350000,51,2026-07-03T13:56:21.543492Z,2026-07-03T17:38:09.740067Z,17
Abu Dhabi,500,22,1324000,78,2026-06-26T21:20:37.912439Z,2026-07-03T16:16:28.693827Z,29
Abu Dhabi,6666,50,1103000,105,2026-07-02T22:09:14.759453Z,2026-07-03T14:54:45.767597Z,24
Abu Dhabi,400,2,1003000,10,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,7
Abu Dhabi,122,21,852000,122,2026-06-26T21:20:37.912439Z,2026-07-03T19:01:34.932041Z,63
Abu Dhabi,818,11,841000,137,2026-06-26T21:20:37.912439Z,2026-07-03T14:38:20.035347Z,49
Abu Dhabi,662,2,820000,7,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,3
Abu Dhabi,18,0,811500,70,2026-06-26T21:20:37.912439Z,2026-07-03T17:32:42.785303Z,34
Abu Dhabi,330,11,787000,104,2026-06-26T21:20:37.912439Z,2026-07-03T17:54:39.756036Z,54
Abu Dhabi,570,10,770000,78,2026-06-26T21:20:37.912439Z,2026-07-03T17:28:59.984574Z,43
Abu Dhabi,10000,22,761000,20,2026-07-03T19:01:34.932041Z,2026-07-04T00:06:54.876027Z,0
Abu Dhabi,701,1,754000,5,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,3
Abu Dhabi,911,23,752000,14,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,10
Abu Dhabi,987,6,730000,54,2026-06-26T21:20:37.912439Z,2026-07-03T15:01:56.800227Z,32
Abu Dhabi,113,11,723000,8,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,4
Abu Dhabi,234,21,704000,80,2026-06-26T21:20:37.912439Z,2026-07-03T15:01:56.800227Z,36
Abu Dhabi,141,14,700000,3,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,0
Abu Dhabi,970,1,700000,4,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,2
Abu Dhabi,722,22,690000,9,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,9
Abu Dhabi,80000,11,675000,240,2026-07-03T15:12:50.937339Z,2026-07-03T19:21:58.536819Z,52
Abu Dhabi,992,22,651000,10,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,9
Abu Dhabi,606,50,650000,6,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,5
Abu Dhabi,220,22,605000,7,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,5
Abu Dhabi,9000,11,577000,110,2026-07-02T22:09:14.759453Z,2026-07-03T16:07:29.106572Z,28
Abu Dhabi,2000,22,558000,30,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,10
Abu Dhabi,303,20,552000,4,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,3
Abu Dhabi,130,10,551000,3,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,2
Abu Dhabi,690,50,550000,10,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,8
Abu Dhabi,106,10,506000,7,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,6
Abu Dhabi,502,20,501000,7,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,7
Abu Dhabi,849,6,501000,15,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,13
Abu Dhabi,296,2,500000,12,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,10
Abu Dhabi,323,23,500000,8,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,7
Abu Dhabi,432,23,500000,10,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,9
Abu Dhabi,771,17,500000,10,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,9
Abu Dhabi,10001,23,351500,225,2026-07-03T19:03:14.847940Z,2026-07-04T13:24:29.036845Z,13
Abu Dhabi,2211,22,305000,108,2026-06-26T21:20:37.912439Z,2026-07-03T16:02:01.824154Z,55
Abu Dhabi,22225,22,263000,67,2026-07-02T22:09:14.759453Z,2026-07-03T13:12:44.856743Z,12
Abu Dhabi,92222,22,260000,29,2026-07-02T22:09:14.759453Z,2026-07-03T13:12:44.856743Z,9
Abu Dhabi,2229,22,259500,183,2026-06-26T21:20:37.912439Z,2026-07-03T19:43:44.444022Z,80
Abu Dhabi,7770,22,255000,74,2026-07-03T18:45:14.047984Z,2026-07-04T13:35:22.564249Z,15
Abu Dhabi,23333,23,251500,96,2026-07-04T00:06:54.876027Z,2026-07-04T14:13:30.019752Z,20
Abu Dhabi,23,1,251000,71,2026-06-26T21:20:37.912439Z,2026-07-03T15:49:12.423098Z,31
Abu Dhabi,8080,22,250000,51,2026-07-03T18:49:00.590937Z,2026-07-04T14:55:37.918174Z,12
Abu Dhabi,91111,0,250000,82,2026-07-04T00:06:54.876027Z,2026-07-04T13:19:02.719995Z,3
Abu Dhabi,4441,2,248000,61,2026-07-02T22:09:14.759453Z,2026-07-03T13:50:55.271585Z,18
Abu Dhabi,996,0,240000,72,2026-06-26T21:20:37.912439Z,2026-07-03T13:34:36.123206Z,15
Abu Dhabi,22000,21,235000,97,2026-07-03T20:05:30.543436Z,2026-07-04T14:18:57.206039Z,21
Abu Dhabi,23000,23,231000,86,2026-07-04T00:06:54.876027Z,2026-07-04T13:29:57.945716Z,14
Abu Dhabi,4004,22,229000,158,2026-06-26T21:20:37.912439Z,2026-07-03T15:11:00.916798Z,38
Abu Dhabi,6060,21,225000,49,2026-07-02T22:09:14.759453Z,2026-07-03T17:34:25.774069Z,30
Abu Dhabi,12222,20,224000,68,2026-07-03T19:32:52.603201Z,2026-07-04T15:44:49.959745Z,24
Abu Dhabi,6006,22,222000,27,2026-07-03T18:38:07.329149Z,2026-07-04T13:35:22.564249Z,8
Abu Dhabi,6660,23,221000,89,2026-07-03T15:43:49.328435Z,2026-07-03T18:56:10.244528Z,29
Abu Dhabi,8800,22,219000,81,2026-07-03T14:29:06.593655Z,2026-07-03T18:01:38.030296Z,20
Abu Dhabi,7700,21,217000,44,2026-07-03T18:43:31.374072Z,2026-07-04T14:08:02.757149Z,14
Abu Dhabi,9090,23,216500,64,2026-07-02T22:09:14.759453Z,2026-07-03T14:27:23.269838Z,18
Abu Dhabi,15000,16,213500,118,2026-07-02T22:09:14.759453Z,2026-07-03T18:07:09.115134Z,39
Abu Dhabi,4400,23,210500,103,2026-07-03T18:21:43.247574Z,2026-07-04T18:15:58.566754Z,50
Abu Dhabi,3300,23,205000,136,2026-06-26T21:20:37.912439Z,2026-07-03T15:56:35.486508Z,41
Abu Dhabi,2122,21,203500,65,2026-06-26T21:20:37.912439Z,2026-07-03T15:11:00.916798Z,25
Abu Dhabi,2020,22,202000,18,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,9
Abu Dhabi,1991,22,200500,85,2026-06-26T21:20:37.912439Z,2026-07-03T14:23:38.470385Z,30
Abu Dhabi,2003,23,200000,22,2026-06-26T21:20:37.912439Z,2026-07-03T12:40:02.523192Z,15
Abu Dhabi,4002,2,200000,49,2026-06-26T21:20:37.912439Z,2026-07-03T13:23:41.557785Z,18
Abu Dhabi,82000,2,200000,67,2026-07-02T22:09:14.759453Z,2026-07-03T13:07:15.806542Z,13
Abu Dhabi,3330,23,199500,100,2026-06-26T21:20:37.912439Z,2026-07-03T17:32:42.785303Z,45
Abu Dhabi,1818,21,195500,84,2026-06-26T21:20:37.912439Z,2026-07-03T16:34:39.101227Z,50
Abu Dhabi,50005,18,195500,75,2026-07-03T13:40:02.065729Z,2026-07-03T17:56:09.965539Z,31
Abu Dhabi,44440,22,193500,62,2026-07-02T22:09:14.759453Z,2026-07-03T14:29:06.593655Z,22
Abu Dhabi,1400,13,193000,113,2026-06-26T21:20:37.912439Z,2026-07-03T16:38:00.479013Z,46
Abu Dhabi,57777,2,193000,59,2026-07-02T22:09:14.759453Z,2026-07-03T15:12:50.937339Z,18
Abu Dhabi,70007,23,191000,134,2026-07-02T22:09:14.759453Z,2026-07-03T13:50:55.271585Z,18
Abu Dhabi,66000,20,190500,31,2026-07-02T22:09:14.759453Z,2026-07-03T13:12:44.856743Z,10
Abu Dhabi,9911,20,190000,99,2026-07-03T19:01:34.932041Z,2026-07-04T18:01:43.247033Z,44
Abu Dhabi,69000,50,187000,105,2026-07-04T00:06:54.876027Z,2026-07-04T16:17:44.120067Z,32
Abu Dhabi,1999,23,186500,76,2026-06-26T21:20:37.912439Z,2026-07-03T14:43:47.268846Z,30
Abu Dhabi,5522,22,186500,107,2026-07-03T15:43:49.328435Z,2026-07-03T19:52:20.693621Z,38
Abu Dhabi,9990,23,183500,44,2026-07-03T13:12:44.856743Z,2026-07-03T16:16:28.693827Z,15
Abu Dhabi,6888,50,182500,28,2026-07-02T22:09:14.759453Z,2026-07-03T14:54:45.767597Z,9
Abu Dhabi,66669,20,181500,45,2026-07-02T22:09:14.759453Z,2026-07-03T15:05:34.760493Z,15
Abu Dhabi,44441,20,181000,41,2026-07-04T00:06:54.876027Z,2026-07-04T13:24:29.036845Z,8
Abu Dhabi,5655,2,180500,50,2026-07-02T22:09:14.759453Z,2026-07-03T14:49:15.233781Z,20
Abu Dhabi,1199,18,180000,62,2026-06-26T21:20:37.912439Z,2026-07-03T16:05:31.504664Z,25
Abu Dhabi,11118,19,180000,27,2026-07-03T19:12:20.914596Z,2026-07-04T14:08:02.757149Z,4
Abu Dhabi,71111,22,178000,50,2026-07-04T14:18:57.206039Z,2026-07-04T17:41:05.809756Z,23
Abu Dhabi,99990,21,176000,32,2026-07-02T22:09:14.759453Z,2026-07-03T15:12:50.937339Z,11
Abu Dhabi,7117,20,175500,77,2026-07-03T14:01:48.949000Z,2026-07-03T16:40:06.180118Z,25
Abu Dhabi,4800,23,172500,79,2026-07-03T18:24:59.865598Z,2026-07-04T15:51:45.737635Z,26
Abu Dhabi,70707,22,170000,128,2026-07-02T22:09:14.759453Z,2026-07-03T15:00:10.043089Z,25
Abu Dhabi,55550,23,170000,42,2026-07-04T00:06:54.876027Z,2026-07-04T13:13:34.791527Z,7
Abu Dhabi,3343,11,169500,35,2026-06-26T21:20:37.912439Z,2026-07-03T14:50:56.273470Z,24
Abu Dhabi,7171,50,169500,72,2026-07-03T15:01:56.800227Z,2026-07-03T19:08:43.375059Z,34
Abu Dhabi,28222,2,169500,74,2026-07-04T00:06:54.876027Z,2026-07-04T15:46:12.178678Z,24
Abu Dhabi,77771,22,168000,52,2026-07-04T13:51:42.644687Z,2026-07-04T17:40:00.506120Z,23
Abu Dhabi,11101,23,166500,57,2026-07-03T19:11:03.566116Z,2026-07-04T16:42:58.220749Z,32
Abu Dhabi,15551,22,164500,140,2026-07-02T22:09:14.759453Z,2026-07-03T19:44:57.163380Z,84
Abu Dhabi,5505,22,162000,29,2026-07-03T18:34:21.124855Z,2026-07-04T16:01:12.966064Z,16
Abu Dhabi,8100,20,161500,83,2026-07-03T18:50:39.943668Z,2026-07-04T14:24:26.749657Z,24
Abu Dhabi,5030,1,160500,81,2026-07-03T18:28:53.495358Z,2026-07-04T15:46:12.178678Z,23
Abu Dhabi,9898,22,160000,98,2026-07-03T13:12:44.856743Z,2026-07-03T19:08:43.375059Z,53
Abu Dhabi,6050,2,157500,52,2026-07-02T22:09:14.759453Z,2026-07-03T17:27:15.833792Z,33
Abu Dhabi,7077,21,156500,20,2026-07-02T22:09:14.759453Z,2026-07-03T15:43:49.328435Z,13
Abu Dhabi,9099,21,156000,46,2026-07-02T22:09:14.759453Z,2026-07-03T14:01:48.949000Z,12
Abu Dhabi,9669,50,156000,32,2026-07-02T22:09:14.759453Z,2026-07-03T15:12:50.937339Z,17
Abu Dhabi,22277,2,155500,104,2026-07-03T13:34:36.123206Z,2026-07-03T18:54:32.724547Z,45
Abu Dhabi,22822,22,155500,101,2026-07-04T00:06:54.876027Z,2026-07-04T17:37:36.167957Z,38
Abu Dhabi,1101,21,155000,3,2026-06-26T21:20:37.912439Z,2026-07-02T22:09:14.759453Z,2
Abu Dhabi,54000,50,154500,63,2026-07-03T15:45:36.948729Z,2026-07-03T19:11:03.566116Z,21
Abu Dhabi,41444,2,153000,132,2026-07-02T22:09:14.759453Z,2026-07-03T15:00:10.043089Z,22
Abu Dhabi,160,0,152500,28,2026-06-26T21:20:37.912439Z,2026-07-03T13:23:41.557785Z,7
Abu Dhabi,2202,19,152000,47,2026-06-26T21:20:37.912439Z,2026-07-03T14:49:15.233781Z,23
Abu Dhabi,91000,50,152000,60,2026-07-04T13:40:49.309885Z,2026-07-04T17:35:37.322013Z,27
Abu Dhabi,22999,1,151500,75,2026-07-02T22:09:14.759453Z,2026-07-03T17:28:59.984574Z,44
Abu Dhabi,91191,2,150500,170,2026-07-04T14:08:02.757149Z,2026-07-04T19:25:09.300712Z,71
Abu Dhabi,6303,1,150000,44,2026-07-02T22:09:14.759453Z,2026-07-03T14:18:11.715477Z,17
Abu Dhabi,23222,23,150000,68,2026-07-03T14:38:20.035347Z,2026-07-03T17:49:11.424182Z,20
Abu Dhabi,8088,23,149500,16,2026-07-03T18:50:39.943668Z,2026-07-04T15:08:08.783337Z,8
Abu Dhabi,11211,20,146500,74,2026-07-03T14:22:00.587201Z,2026-07-03T18:57:48.092918Z,36
Abu Dhabi,8055,23,145500,57,2026-07-03T18:49:00.590937Z,2026-07-04T15:08:08.783337Z,19
Abu Dhabi,12111,22,142500,70,2026-07-03T19:21:58.536819Z,2026-07-04T15:46:12.178678Z,29
Abu Dhabi,44404,16,142500,89,2026-07-04T15:51:45.737635Z,2026-07-04T19:52:19.431869Z,41
Abu Dhabi,67776,2,141000,57,2026-07-04T00:06:54.876027Z,2026-07-04T15:44:49.959745Z,21
Abu Dhabi,1223,21,140500,141,2026-06-26T21:20:37.912439Z,2026-07-03T18:54:32.724547Z,54
Abu Dhabi,55565,2,140500,34,2026-07-04T00:06:54.876027Z,2026-07-04T13:46:16.007097Z,9
Abu Dhabi,1191,16,140000,62,2026-06-26T21:20:37.912439Z,2026-07-03T16:38:00.479013Z,31
Abu Dhabi,77707,22,140000,92,2026-07-02T22:09:14.759453Z,2026-07-03T15:16:27.482607Z,27
Abu Dhabi,62626,22,140000,101,2026-07-03T15:49:12.423098Z,2026-07-03T20:08:38.030529Z,42
Abu Dhabi,88800,22,139500,114,2026-07-04T14:29:53.417184Z,2026-07-04T18:50:52.579693Z,50
Abu Dhabi,9800,19,139000,73,2026-07-03T16:02:01.824154Z,2026-07-03T18:41:22.172619Z,25
