emirate,plate_number,plate_code,final_price,bid_count,first_seen,completed_at,price_changes
Fujairah,10,N,1220000,205,2026-07-03T20:12:17.266816Z,2026-07-10T21:26:06.745596Z,50
Fujairah,11111,N,546500,119,2026-07-03T20:12:17.266816Z,2026-07-10T19:20:27.079728Z,36
Fujairah,21,N,491000,42,2026-07-03T20:12:17.266816Z,2026-07-10T20:04:18.703824Z,22
Fujairah,63,N,429000,8,2026-07-03T20:12:17.266816Z,2026-07-10T19:04:10.929125Z,5
Fujairah,786,N,401000,145,2026-07-03T20:12:17.266816Z,2026-07-10T20:24:40.252539Z,33
Fujairah,888,N,380000,103,2026-07-03T20:12:17.266816Z,2026-07-10T22:02:27.120780Z,49
Fujairah,911,N,346000,139,2026-07-03T20:12:17.266816Z,2026-07-10T19:15:04.411577Z,34
Fujairah,7777,N,342000,180,2026-07-03T20:12:17.266816Z,2026-07-10T21:29:54.197370Z,62
Fujairah,101,N,265000,67,2026-07-03T20:12:17.266816Z,2026-07-10T18:42:24.505197Z,15
Fujairah,500,N,264500,79,2026-07-03T20:12:17.266816Z,2026-07-10T19:15:04.411577Z,30
Fujairah,123,N,236000,247,2026-07-03T20:12:17.266816Z,2026-07-10T22:38:49.938736Z,73
Fujairah,150,N,123500,53,2026-07-03T20:12:17.266816Z,2026-07-10T20:35:39.743973Z,23
Fujairah,2000,N,121000,63,2026-07-03T20:12:17.266816Z,2026-07-10T19:36:57.378121Z,28
Fujairah,210,N,116000,95,2026-07-03T20:12:17.266816Z,2026-07-10T21:02:48.848421Z,42
Fujairah,12345,N,110000,137,2026-07-03T20:12:17.266816Z,2026-07-10T20:20:42.517853Z,45
Fujairah,771,J,107000,62,2026-07-03T20:12:17.266816Z,2026-07-10T19:53:16.549604Z,26
Fujairah,220,L,105500,20,2026-07-03T20:12:17.266816Z,2026-07-10T19:25:55.047033Z,10
Fujairah,181,J,103500,29,2026-07-03T20:12:17.266816Z,2026-07-10T19:36:57.378121Z,8
Fujairah,90000,N,103500,9,2026-07-03T20:12:17.266816Z,2026-07-10T18:53:20.384892Z,9
Fujairah,566,I,100000,63,2026-07-03T20:12:17.266816Z,2026-07-10T19:42:24.582403Z,31
Fujairah,883,S,97500,53,2026-07-03T20:12:17.266816Z,2026-07-10T19:42:24.582403Z,25
Fujairah,1010,N,89800,115,2026-07-03T20:12:17.266816Z,2026-07-10T18:53:20.384892Z,18
Fujairah,1234,N,82500,81,2026-07-03T20:12:17.266816Z,2026-07-10T18:25:36.034217Z,27
Fujairah,4800,N,78300,159,2026-07-03T20:12:17.266816Z,2026-07-10T20:53:22.929273Z,57
Fujairah,6969,N,65600,136,2026-07-03T20:12:17.266816Z,2026-07-10T21:37:08.917273Z,60
Fujairah,5050,N,55000,128,2026-07-03T20:12:17.266816Z,2026-07-10T20:04:18.703824Z,31
Fujairah,66000,N,50800,19,2026-07-03T20:12:17.266816Z,2026-07-10T19:47:51.356921Z,15
Fujairah,8055,N,45800,57,2026-07-03T20:12:17.266816Z,2026-07-10T18:47:51.621428Z,30
Fujairah,7700,N,45400,71,2026-07-03T20:12:17.266816Z,2026-07-10T18:58:45.923141Z,18
Fujairah,9111,N,45000,128,2026-07-03T20:12:17.266816Z,2026-07-10T18:47:51.621428Z,27
Fujairah,6006,L,41100,64,2026-07-03T20:12:17.266816Z,2026-07-10T20:24:40.252539Z,25
Fujairah,70007,J,41000,50,2026-07-03T20:12:17.266816Z,2026-07-10T20:57:23.895612Z,27
Fujairah,9990,N,39700,47,2026-07-03T20:12:17.266816Z,2026-07-10T19:47:51.356921Z,26
Fujairah,1212,L,39200,66,2026-07-03T20:12:17.266816Z,2026-07-10T19:15:04.411577Z,29
Fujairah,11114,J,38200,62,2026-07-03T20:12:17.266816Z,2026-07-10T20:20:42.517853Z,44
Fujairah,1200,N,37700,51,2026-07-03T20:12:17.266816Z,2026-07-10T19:25:55.047033Z,28
Fujairah,99991,L,37400,62,2026-07-03T20:12:17.266816Z,2026-07-10T19:15:04.411577Z,24
Fujairah,1118,D,37000,63,2026-07-03T20:12:17.266816Z,2026-07-10T19:25:55.047033Z,38
Fujairah,8998,S,37000,46,2026-07-03T20:12:17.266816Z,2026-07-10T18:53:20.384892Z,17
Fujairah,10100,N,36800,86,2026-07-03T20:12:17.266816Z,2026-07-10T20:15:16.612312Z,25
Fujairah,88088,J,36200,48,2026-07-03T20:12:17.266816Z,2026-07-10T20:35:39.743973Z,30
Fujairah,21000,N,35200,25,2026-07-03T20:12:17.266816Z,2026-07-10T18:53:20.384892Z,12
Fujairah,17000,L,35000,33,2026-07-03T20:12:17.266816Z,2026-07-10T19:25:55.047033Z,13
Fujairah,44440,L,35000,32,2026-07-03T20:12:17.266816Z,2026-07-10T19:36:57.378121Z,22
Fujairah,81000,H,31800,22,2026-07-03T20:12:17.266816Z,2026-07-10T19:25:55.047033Z,15
Fujairah,31111,L,31600,73,2026-07-03T20:12:17.266816Z,2026-07-10T19:58:42.387519Z,19
Fujairah,69696,N,29800,42,2026-07-03T20:12:17.266816Z,2026-07-10T19:09:37.963804Z,22
Fujairah,55500,N,28400,37,2026-07-03T20:12:17.266816Z,2026-07-10T19:53:16.549604Z,17
Fujairah,1007,N,27300,66,2026-07-03T20:12:17.266816Z,2026-07-10T20:53:22.929273Z,32
Fujairah,90090,N,25800,24,2026-07-03T20:12:17.266816Z,2026-07-10T19:58:42.387519Z,13
