emirate,plate_number,plate_code,final_price,bid_count,first_seen,completed_at,price_changes
Sharjah,18,4,2206000,91,2025-12-23T20:16:41.206460Z,2025-12-26T19:37:14.581437Z,42
Sharjah,77,4,2020000,94,2025-12-23T20:16:41.206460Z,2025-12-26T19:31:46.368163Z,44
Sharjah,444,4,1283000,359,2025-12-23T20:16:41.206460Z,2025-12-26T20:28:51.830454Z,76
Sharjah,11,1,881000,325,2025-12-23T20:16:41.206460Z,2025-12-26T22:43:49.044919Z,116
Sharjah,99999,4,873000,105,2025-12-23T20:16:41.206460Z,2025-12-26T17:57:28.585286Z,24
Sharjah,8888,4,735000,102,2025-12-23T20:16:41.206460Z,2025-12-26T18:54:04.345764Z,37
Sharjah,900,4,601000,103,2025-12-23T20:16:41.206460Z,2025-12-26T20:25:22.540430Z,59
Sharjah,10,1,527000,256,2025-12-23T20:16:41.206460Z,2025-12-26T20:45:07.182526Z,84
Sharjah,303,4,486000,132,2025-12-23T20:16:41.206460Z,2025-12-26T19:56:28.621067Z,54
Sharjah,121,4,467000,144,2025-12-23T20:16:41.206460Z,2025-12-26T18:08:24.747696Z,34
Sharjah,445,3,450000,41,2025-12-23T20:16:41.206460Z,2025-12-26T19:16:51.855654Z,28
Sharjah,40000,4,435000,167,2025-12-23T20:16:41.206460Z,2025-12-26T21:23:01.013816Z,78
Sharjah,103,4,416000,47,2025-12-23T20:16:41.206460Z,2025-12-26T17:38:21.742617Z,14
Sharjah,180,4,401000,25,2025-12-23T20:16:41.206460Z,2025-12-26T17:59:57.370613Z,8
Sharjah,877,3,399000,86,2025-12-23T20:16:41.206460Z,2025-12-26T20:37:41.288773Z,50
Sharjah,220,4,391000,38,2025-12-23T20:16:41.206460Z,2025-12-26T18:37:47.363280Z,15
Sharjah,2000,4,380000,96,2025-12-23T20:16:41.206460Z,2025-12-26T20:39:43.643945Z,48
Sharjah,401,3,355000,40,2025-12-23T20:16:41.206460Z,2025-12-26T18:22:36.138780Z,10
Sharjah,543,4,354000,28,2025-12-23T20:16:41.206460Z,2025-12-26T19:13:15.118385Z,18
Sharjah,780,3,338000,32,2025-12-23T20:16:41.206460Z,2025-12-26T18:40:45.056984Z,16
Sharjah,911,1,252000,312,2025-12-23T20:16:41.206460Z,2026-01-16T17:13:37.670080Z,132
Sharjah,44000,4,241500,176,2025-12-23T20:16:41.206460Z,2025-12-26T19:58:51.813191Z,69
