emirate,plate_number,plate_code,final_price,bid_count,first_seen,completed_at,price_changes
Dubai,70007,X,500000,34,2026-05-01T12:31:10.090823Z,2026-05-05T17:52:31.967240Z,9
Dubai,70707,E,315000,0,2026-05-01T12:31:10.090823Z,2026-05-05T17:41:16.048708Z,0
Dubai,4746,I,49200,7,2026-05-02T11:00:29.694952Z,2026-05-05T18:17:42.091699Z,5
Dubai,7679,G,42600,6,2026-05-02T11:00:29.694952Z,2026-05-05T18:14:47.873544Z,5
Dubai,5512,V,40100,51,2026-05-01T09:02:27.817515Z,2026-05-05T18:12:19.071570Z,20
Dubai,7817,N,38500,22,2026-04-30T20:09:55.144779Z,2026-05-05T18:37:05.795671Z,9
Dubai,6267,G,37200,2,2026-05-02T11:00:29.694952Z,2026-05-05T18:03:46.986246Z,2
Dubai,6326,Q,37000,20,2026-05-01T09:02:27.817515Z,2026-05-05T17:24:20.927304Z,11
Dubai,3836,N,36400,20,2026-05-01T09:02:27.817515Z,2026-05-05T17:24:20.927304Z,11
Dubai,9379,M,34300,3,2026-04-30T09:13:16.070910Z,2026-05-05T17:52:31.967240Z,2
Dubai,4561,N,33200,89,2026-05-01T09:02:27.817515Z,2026-05-05T19:35:55.186513Z,43
Dubai,7012,L,30400,65,2026-05-01T09:02:27.817515Z,2026-05-05T19:28:00.370992Z,34
Dubai,1753,L,27700,47,2026-05-01T09:02:27.817515Z,2026-05-05T19:11:09.907893Z,26
Dubai,3826,N,25800,57,2026-05-01T09:02:27.817515Z,2026-05-05T19:16:51.244241Z,33
Dubai,0,,21200,2,2026-05-02T14:40:27.216589Z,2026-05-05T18:03:46.986246Z,2
Dubai,16644,T,13500,51,2026-05-02T08:21:03.636151Z,2026-05-05T18:31:39.549894Z,34
Dubai,11644,U,12500,58,2026-05-02T08:21:03.636151Z,2026-05-05T18:14:47.873544Z,35
Dubai,0,,8000,0,2026-05-02T14:40:27.216589Z,2026-05-05T17:41:16.048708Z,0
Dubai,67116,DD,4600,1,2026-05-02T14:32:46.991340Z,2026-05-05T17:35:50.620503Z,1
Dubai,12026,P,4100,16,2026-05-02T08:21:03.636151Z,2026-05-05T17:35:50.620503Z,14
