emirate,plate_number,plate_code,final_price,bid_count,first_seen,completed_at,price_changes
Sharjah,0,,2312000,98,2026-02-06T21:44:06.968639Z,2026-02-13T20:27:28.209760Z,63
Sharjah,0,,1966000,105,2026-02-06T21:44:06.968639Z,2026-02-13T18:56:55.078317Z,41
Sharjah,0,,1609000,319,2026-02-06T21:44:06.968639Z,2026-02-13T22:25:54.444649Z,140
Sharjah,0,,1600000,76,2026-02-06T21:44:06.968639Z,2026-02-13T20:05:13.062849Z,47
Sharjah,0,,1502000,8,2026-02-06T21:44:06.968639Z,2026-02-13T19:00:32.408121Z,7
Sharjah,0,,783000,113,2026-02-06T21:44:06.968639Z,2026-02-13T18:45:19.703651Z,59
Sharjah,0,,654000,76,2026-02-06T21:44:06.968639Z,2026-02-13T19:41:04.457228Z,44
Sharjah,0,,565000,84,2026-02-06T21:44:06.968639Z,2026-02-13T19:49:17.158487Z,54
Sharjah,0,,502000,15,2026-02-06T21:44:06.968639Z,2026-02-13T18:45:19.703651Z,13
Sharjah,0,,423000,40,2026-02-06T21:44:06.968639Z,2026-02-13T18:34:25.029234Z,22
Sharjah,0,,418000,25,2026-02-06T21:44:06.968639Z,2026-02-13T19:14:16.813992Z,15
Sharjah,0,,401000,24,2026-02-06T21:44:06.968639Z,2026-02-13T17:39:56.824201Z,8
Sharjah,0,,401000,7,2026-02-06T21:44:06.968639Z,2026-02-13T18:12:38.452536Z,7
Sharjah,0,,399000,71,2026-02-06T21:44:06.968639Z,2026-02-13T19:02:17.587497Z,35
Sharjah,0,,396000,29,2026-02-06T21:44:06.968639Z,2026-02-13T19:05:56.045293Z,10
Sharjah,0,,395000,26,2026-02-06T21:44:06.968639Z,2026-02-13T17:50:45.871617Z,7
Sharjah,0,,394000,38,2026-02-06T21:44:06.968639Z,2026-02-13T19:00:32.408121Z,14
Sharjah,0,,392000,9,2026-02-06T21:44:06.968639Z,2026-02-13T18:40:34.807274Z,7
Sharjah,0,,386000,24,2026-02-06T21:44:06.968639Z,2026-02-13T19:05:56.045293Z,18
Sharjah,0,,383000,37,2026-02-06T21:44:06.968639Z,2026-02-13T17:52:33.549300Z,14
Sharjah,0,,300500,119,2026-02-06T21:44:06.968639Z,2026-02-13T20:47:35.904647Z,66
Sharjah,0,,220500,158,2026-02-06T21:44:06.968639Z,2026-02-13T19:13:07.813209Z,54
Sharjah,0,,210000,121,2026-02-06T21:44:06.968639Z,2026-02-13T20:51:59.606443Z,62
Sharjah,0,,200500,110,2026-02-06T21:44:06.968639Z,2026-02-13T18:12:38.452536Z,42
Sharjah,0,,160500,112,2026-02-06T21:44:06.968639Z,2026-02-13T22:16:09.064972Z,69
Sharjah,0,,160000,82,2026-02-06T21:44:06.968639Z,2026-02-13T18:18:06.101690Z,36
Sharjah,0,,151500,131,2026-02-06T21:44:06.968639Z,2026-02-13T19:30:53.203431Z,56
Sharjah,0,,144000,63,2026-02-06T21:44:06.968639Z,2026-02-13T18:35:11.232904Z,35
Sharjah,0,,132000,75,2026-02-06T21:44:06.968639Z,2026-02-13T19:23:57.810892Z,35
