emirate,plate_number,plate_code,final_price,bid_count,first_seen,completed_at,price_changes
Ras Al Khaimah,55,X,701000,1,2026-09-06T14:00:08.529595Z,2026-09-11T18:14:35.776437Z,0
Ras Al Khaimah,19,V,700000,0,2026-09-06T14:00:08.529595Z,2026-09-11T18:14:35.776437Z,0
Ras Al Khaimah,33333,Z,325600,61,2026-09-06T14:00:08.529595Z,2026-09-11T21:50:44.204859Z,31
Ras Al Khaimah,600,X,300000,0,2026-09-06T14:00:08.529595Z,2026-09-11T18:14:35.776437Z,0
Ras Al Khaimah,122,X,156900,1,2026-09-06T14:00:08.529595Z,2026-09-11T18:14:35.776437Z,0
Ras Al Khaimah,971,Z,146700,90,2026-09-06T14:00:08.529595Z,2026-09-11T18:20:06.394584Z,6
Ras Al Khaimah,20000,X,145600,3,2026-09-06T14:00:08.529595Z,2026-09-11T18:14:35.776437Z,1
Ras Al Khaimah,997,Z,140300,64,2026-09-06T14:00:08.529595Z,2026-09-11T20:21:35.573855Z,21
Ras Al Khaimah,170,Y,129500,1,2026-09-06T14:00:08.529595Z,2026-09-11T18:25:34.686467Z,1
Ras Al Khaimah,669,Z,122300,24,2026-09-06T14:00:08.529595Z,2026-09-11T19:09:46.711016Z,8
Ras Al Khaimah,787,I,122000,12,2026-09-06T14:00:08.529595Z,2026-09-11T19:09:46.711016Z,9
Ras Al Khaimah,7000,D,119800,7,2026-09-06T14:00:08.529595Z,2026-09-11T18:14:35.776437Z,2
Ras Al Khaimah,203,Z,117500,46,2026-09-06T14:00:08.529595Z,2026-09-11T19:09:46.711016Z,9
Ras Al Khaimah,567,V,93000,1,2026-09-06T14:00:08.529595Z,2026-09-11T18:14:35.776437Z,1
Ras Al Khaimah,99000,Y,75600,10,2026-09-06T14:00:08.529595Z,2026-09-11T18:31:08.180058Z,3
Ras Al Khaimah,44444,0,75500,67,2026-09-06T14:00:08.529595Z,2026-09-11T19:09:46.711016Z,11
Ras Al Khaimah,6060,X,50800,4,2026-09-06T14:00:08.529595Z,2026-09-11T18:14:35.776437Z,4
Ras Al Khaimah,5005,X,50400,2,2026-09-06T14:00:08.529595Z,2026-09-11T18:14:35.776437Z,1
Ras Al Khaimah,12221,V,49900,3,2026-09-06T14:00:08.529595Z,2026-09-11T18:14:35.776437Z,3
Ras Al Khaimah,25000,Z,46000,62,2026-09-06T14:00:08.529595Z,2026-09-11T20:32:36.187086Z,27
Ras Al Khaimah,700,1,45500,55,2026-09-06T14:00:08.529595Z,2026-09-11T21:34:12.147164Z,37
Ras Al Khaimah,78787,I,42200,64,2026-09-06T14:00:08.529595Z,2026-09-11T18:53:15.681955Z,7
Ras Al Khaimah,54000,M,41700,81,2026-09-06T14:00:08.529595Z,2026-09-11T21:06:42.166755Z,31
Ras Al Khaimah,6999,D,40100,58,2026-09-06T14:00:08.529595Z,2026-09-11T19:37:12.584310Z,16
Ras Al Khaimah,17111,I,40000,36,2026-09-06T14:00:08.529595Z,2026-09-11T18:31:08.180058Z,4
Ras Al Khaimah,70000,0,40000,33,2026-09-06T14:00:08.529595Z,2026-09-11T18:47:50.284272Z,8
Ras Al Khaimah,121,0,38500,39,2026-09-06T14:00:08.529595Z,2026-09-11T18:53:15.681955Z,7
Ras Al Khaimah,2001,D,37800,35,2026-09-06T14:00:08.529595Z,2026-09-11T20:16:02.649964Z,20
Ras Al Khaimah,7171,K,35800,22,2026-09-06T14:00:08.529595Z,2026-09-11T18:36:37.212016Z,5
Ras Al Khaimah,9000,1,35500,52,2026-09-06T14:00:08.529595Z,2026-09-11T20:43:35.238368Z,27
Ras Al Khaimah,8088,I,35300,35,2026-09-06T14:00:08.529595Z,2026-09-11T18:53:15.681955Z,9
Ras Al Khaimah,1811,I,31900,18,2026-09-06T14:00:08.529595Z,2026-09-11T19:15:22.834324Z,9
Ras Al Khaimah,89999,Z,31800,5,2026-09-06T14:00:08.529595Z,2026-09-11T18:14:35.776437Z,3
Ras Al Khaimah,65555,S,31200,2,2026-09-06T14:00:08.529595Z,2026-09-11T18:14:35.776437Z,1
Ras Al Khaimah,4321,Z,29700,2,2026-09-06T14:00:08.529595Z,2026-09-11T18:14:35.776437Z,2
Ras Al Khaimah,3999,I,28700,1,2026-09-06T14:00:08.529595Z,2026-09-11T18:14:35.776437Z,1
Ras Al Khaimah,786,1,21500,25,2026-09-06T14:00:08.529595Z,2026-09-11T18:36:37.212016Z,6
Ras Al Khaimah,1002,Y,20300,1,2026-09-06T14:00:08.529595Z,2026-09-11T18:14:35.776437Z,0
Ras Al Khaimah,70070,Z,19500,5,2026-09-06T14:00:08.529595Z,2026-09-11T18:14:35.776437Z,3
Ras Al Khaimah,1100,1,18900,72,2026-09-06T14:00:08.529595Z,2026-09-11T19:15:22.834324Z,12
Ras Al Khaimah,1985,Z,16800,8,2026-09-06T14:00:08.529595Z,2026-09-11T18:14:35.776437Z,2
Ras Al Khaimah,110,0,16000,2,2026-09-06T14:00:08.529595Z,2026-09-11T18:14:35.776437Z,1
Ras Al Khaimah,2001,0,15900,62,2026-09-06T14:00:08.529595Z,2026-09-11T18:42:16.001223Z,6
Ras Al Khaimah,988,1,12400,2,2026-09-06T14:00:08.529595Z,2026-09-11T18:14:35.776437Z,1
