emirate,plate_number,plate_code,final_price,bid_count,first_seen,completed_at,price_changes
Ajman,35,K,625000,144,2026-05-15T20:35:29.315783Z,2026-05-22T20:05:31.097985Z,52
Ajman,61,H,615000,146,2026-05-15T20:35:29.315783Z,2026-05-22T20:00:02.881680Z,60
Ajman,145,H,180500,147,2026-05-15T20:35:29.315783Z,2026-05-22T19:32:53.549414Z,53
Ajman,434,K,122500,69,2026-05-15T20:35:29.315783Z,2026-05-22T19:39:28.444353Z,38
Ajman,302,H,121000,79,2026-05-15T20:35:29.315783Z,2026-05-22T20:43:39.574814Z,53
Ajman,889,K,110500,45,2026-05-15T20:35:29.315783Z,2026-05-22T19:00:02.283859Z,23
Ajman,765,K,105500,51,2026-05-15T20:35:29.315783Z,2026-05-22T19:32:53.549414Z,32
Ajman,780,H,105500,67,2026-05-15T20:35:29.315783Z,2026-05-22T19:32:53.549414Z,30
Ajman,630,H,105000,88,2026-05-15T20:35:29.315783Z,2026-05-22T19:28:37.934299Z,37
Ajman,566,K,102500,31,2026-05-15T20:35:29.315783Z,2026-05-22T18:17:01.464876Z,15
Ajman,977,K,102500,35,2026-05-15T20:35:29.315783Z,2026-05-22T18:26:58.146339Z,20
Ajman,54000,K,46200,97,2026-05-15T20:35:29.315783Z,2026-05-22T21:17:26.879238Z,45
Ajman,79000,K,42200,65,2026-05-15T20:35:29.315783Z,2026-05-22T20:32:41.316763Z,48
Ajman,7676,H,41000,110,2026-05-15T20:35:29.315783Z,2026-05-22T20:21:49.586124Z,55
Ajman,7999,K,36200,46,2026-05-15T20:35:29.315783Z,2026-05-22T18:43:36.672656Z,29
Ajman,33334,H,36000,53,2026-05-15T20:35:29.315783Z,2026-05-22T18:43:36.672656Z,38
Ajman,8998,H,35600,52,2026-05-15T20:35:29.315783Z,2026-05-22T18:49:03.152289Z,29
Ajman,6665,H,35400,59,2026-05-15T20:35:29.315783Z,2026-05-22T19:11:01.929757Z,33
Ajman,1911,K,33600,38,2026-05-15T20:35:29.315783Z,2026-05-22T18:10:35.489925Z,21
Ajman,77772,H,33400,34,2026-05-15T20:35:29.315783Z,2026-05-22T18:16:01.139613Z,22
Ajman,5544,K,32600,48,2026-05-15T20:35:29.315783Z,2026-05-22T19:00:02.283859Z,31
Ajman,39999,H,31400,30,2026-05-15T20:35:29.315783Z,2026-05-22T18:26:58.146339Z,21
Ajman,40444,H,31100,51,2026-05-15T20:35:29.315783Z,2026-05-22T18:54:32.780348Z,31
Ajman,9992,K,31000,53,2026-05-15T20:35:29.315783Z,2026-05-22T18:22:34.396629Z,27
Ajman,3100,K,30900,19,2026-05-15T20:35:29.315783Z,2026-05-22T17:44:18.121665Z,15
Ajman,2011,H,30400,91,2026-05-15T20:35:29.315783Z,2026-05-22T20:10:58.637657Z,47
Ajman,11121,H,30300,76,2026-05-15T20:35:29.315783Z,2026-05-22T18:38:58.865292Z,37
Ajman,21222,H,28900,45,2026-05-15T20:35:29.315783Z,2026-05-22T19:32:53.549414Z,29
Ajman,87878,K,28200,45,2026-05-15T20:35:29.315783Z,2026-05-22T19:32:53.549414Z,29
Ajman,2929,H,27800,26,2026-05-15T20:35:29.315783Z,2026-05-22T18:43:36.672656Z,25
Ajman,9969,H,26800,42,2026-05-15T20:35:29.315783Z,2026-05-22T19:16:32.656701Z,30
Ajman,99969,K,23300,36,2026-05-15T20:35:29.315783Z,2026-05-22T18:21:26.326607Z,22
Ajman,99988,K,20900,62,2026-05-15T20:35:29.315783Z,2026-05-22T17:44:18.121665Z,18
