emirate,plate_number,plate_code,final_price,bid_count,first_seen,completed_at,price_changes
Sharjah,11,4,3004000,10,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,8
Sharjah,40,4,1556000,19,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,12
Sharjah,98,3,904000,9,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,9
Sharjah,888,4,520000,60,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,29
Sharjah,22222,4,510000,25,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,20
Sharjah,440,4,375000,27,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,7
Sharjah,545,4,360000,20,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,10
Sharjah,123,4,357000,47,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,20
Sharjah,140,4,353000,33,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,10
Sharjah,433,4,351000,9,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,5
Sharjah,707,4,351000,33,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,8
Sharjah,994,3,342000,16,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,11
Sharjah,3333,4,303000,25,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,20
Sharjah,221,4,295000,27,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,6
Sharjah,870,3,292000,21,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,9
Sharjah,616,4,291000,20,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,6
Sharjah,503,3,282000,17,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,7
Sharjah,80000,4,251000,27,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,17
Sharjah,2020,4,120000,11,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,9
Sharjah,11111,1,104500,33,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,21
Sharjah,1100,4,83500,28,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,10
Sharjah,11115,4,80500,13,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,9
Sharjah,2111,4,61500,21,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,15
Sharjah,32000,4,61500,14,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,7
Sharjah,43333,4,60500,9,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,9
Sharjah,2345,4,60000,22,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,13
Sharjah,9994,4,60000,10,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,4
Sharjah,1141,4,58000,12,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,11
Sharjah,51000,4,56000,19,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,12
Sharjah,69999,4,55500,22,2026-05-02T06:08:37.353259Z,2026-05-06T11:49:59.378670Z,16
