emirate,plate_number,plate_code,final_price,bid_count,first_seen,completed_at,price_changes
Dubai,2441,V,49000,1,2026-03-10T08:49:45.324442Z,2026-03-11T13:08:06.471398Z,1
Dubai,2421,V,39400,86,2026-03-08T14:27:57.795474Z,2026-03-11T13:08:06.471398Z,20
Dubai,91091,V,39200,2,2026-03-09T08:50:33.962350Z,2026-03-11T13:08:06.471398Z,2
Dubai,2421,U,39100,79,2026-03-08T14:27:57.795474Z,2026-03-11T13:08:06.471398Z,18
Dubai,7817,N,38900,88,2026-03-08T14:27:57.795474Z,2026-03-11T13:08:06.471398Z,29
Dubai,8815,U,33100,7,2026-03-10T10:42:30.945224Z,2026-03-11T13:08:06.471398Z,3
Dubai,9082,B,30100,89,2026-03-08T14:27:57.795474Z,2026-03-11T13:08:06.471398Z,50
Dubai,51051,V,29200,2,2026-03-09T08:50:33.962350Z,2026-03-11T13:08:06.471398Z,2
Dubai,33354,J,28000,0,2026-03-10T08:49:45.324442Z,2026-03-11T13:08:06.471398Z,0
Dubai,6903,V,25900,35,2026-03-08T16:33:17.617797Z,2026-03-11T13:08:06.471398Z,21
Dubai,0,,25800,17,2026-03-09T08:50:33.962350Z,2026-03-11T13:08:06.471398Z,9
Dubai,6940,V,25600,35,2026-03-08T14:27:57.795474Z,2026-03-11T13:08:06.471398Z,17
Dubai,6381,C,20100,12,2026-03-10T08:49:45.324442Z,2026-03-11T13:08:06.471398Z,7
Dubai,3742,C,20000,17,2026-03-10T08:49:45.324442Z,2026-03-11T13:08:06.471398Z,12
Dubai,44648,A,18000,0,2026-03-10T08:49:45.324442Z,2026-03-11T13:08:06.471398Z,0
Dubai,2006,0,17000,5,2026-03-10T08:49:45.324442Z,2026-03-11T13:08:06.471398Z,4
Dubai,48041,A,11300,3,2026-03-09T08:50:33.962350Z,2026-03-11T13:08:06.471398Z,2
Dubai,93439,V,11100,1,2026-03-09T08:50:33.962350Z,2026-03-11T13:08:06.471398Z,1
Dubai,14024,C,8100,1,2026-03-09T08:50:33.962350Z,2026-03-11T13:08:06.471398Z,1
Dubai,74737,O,6800,3,2026-03-09T08:50:33.962350Z,2026-03-11T13:08:06.471398Z,3
Dubai,49914,W,6200,2,2026-03-09T08:50:33.962350Z,2026-03-11T13:08:06.471398Z,2
Dubai,20992,D,6100,1,2026-03-09T08:50:33.962350Z,2026-03-11T13:08:06.471398Z,1
Dubai,52215,J,6100,1,2026-03-09T08:50:33.962350Z,2026-03-11T13:08:06.471398Z,1
Dubai,21882,Z,6100,1,2026-03-09T08:50:33.962350Z,2026-03-11T13:08:06.471398Z,1
Dubai,21552,H,6100,1,2026-03-09T08:50:33.962350Z,2026-03-11T13:08:06.471398Z,1
Dubai,43441,E,6000,0,2026-03-10T10:42:30.945224Z,2026-03-11T13:08:06.471398Z,0
Dubai,42232,D,4100,6,2026-03-10T10:42:30.945224Z,2026-03-11T13:08:06.471398Z,6
