emirate,plate_number,plate_code,final_price,bid_count,first_seen,completed_at,price_changes
Ajman,65,K,580000,135,2026-01-17T06:34:48.316305Z,2026-01-23T19:40:22.415113Z,47
Ajman,81,K,565000,121,2026-01-17T06:34:48.316305Z,2026-01-23T19:10:35.066392Z,57
Ajman,877,K,140500,104,2026-01-17T06:34:48.316305Z,2026-01-23T20:37:16.033687Z,67
Ajman,310,H,138000,123,2026-01-17T06:34:48.316305Z,2026-01-23T19:34:52.171897Z,69
Ajman,127,H,130500,105,2026-01-17T06:34:48.316305Z,2026-01-23T19:29:12.251576Z,58
Ajman,543,H,127000,86,2026-01-17T06:34:48.316305Z,2026-01-23T19:34:52.171897Z,49
Ajman,454,H,126000,107,2026-01-17T06:34:48.316305Z,2026-01-23T18:10:51.282655Z,47
Ajman,789,K,121500,88,2026-01-17T06:34:48.316305Z,2026-01-23T18:34:27.674882Z,49
Ajman,997,K,121000,57,2026-01-17T06:34:48.316305Z,2026-01-23T18:38:05.199445Z,39
Ajman,601,K,102500,42,2026-01-17T06:34:48.316305Z,2026-01-23T17:49:15.322394Z,28
Ajman,7788,K,40800,85,2026-01-17T06:34:48.316305Z,2026-01-23T17:56:26.627812Z,42
Ajman,77775,K,40600,66,2026-01-17T06:34:48.316305Z,2026-01-23T18:16:18.343984Z,44
Ajman,97000,H,40600,119,2026-01-17T06:34:48.316305Z,2026-01-23T18:49:00.469468Z,75
Ajman,9199,K,39400,76,2026-01-17T06:34:48.316305Z,2026-01-23T20:40:03.593416Z,60
Ajman,33339,K,34600,54,2026-01-17T06:34:48.316305Z,2026-01-23T18:43:32.792106Z,34
Ajman,66166,H,33500,64,2026-01-17T06:34:48.316305Z,2026-01-23T19:59:18.032883Z,41
Ajman,8989,K,31000,42,2026-01-17T06:34:48.316305Z,2026-01-23T18:00:03.602491Z,30
Ajman,99919,K,30700,56,2026-01-17T06:34:48.316305Z,2026-01-23T18:50:37.041548Z,34
Ajman,2212,H,30600,66,2026-01-17T06:34:48.316305Z,2026-01-23T17:56:26.627812Z,42
Ajman,7666,K,30400,27,2026-01-17T06:34:48.316305Z,2026-01-23T17:56:26.627812Z,23
Ajman,9992,H,30400,29,2026-01-17T06:34:48.316305Z,2026-01-23T17:54:40.340063Z,26
Ajman,49999,H,30400,49,2026-01-17T06:34:48.316305Z,2026-01-23T17:38:24.277752Z,38
Ajman,77177,K,30100,53,2026-01-17T06:34:48.316305Z,2026-01-23T18:05:28.250749Z,38
Ajman,89888,H,29700,47,2026-01-17T06:34:48.316305Z,2026-01-23T17:40:12.984828Z,33
Ajman,6066,K,29400,42,2026-01-17T06:34:48.316305Z,2026-01-23T17:51:03.751126Z,36
Ajman,6776,H,29000,41,2026-01-17T06:34:48.316305Z,2026-01-23T18:01:51.255957Z,33
Ajman,1171,H,28600,47,2026-01-17T06:34:48.316305Z,2026-01-23T18:21:44.554183Z,30
Ajman,78787,K,27800,24,2026-01-17T06:34:48.316305Z,2026-01-23T18:00:03.602491Z,17
Ajman,2006,K,25000,49,2026-01-17T06:34:48.316305Z,2026-01-23T18:00:03.602491Z,38
Ajman,22111,H,23500,28,2026-01-17T06:34:48.316305Z,2026-01-23T18:05:28.250749Z,24
